timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-12 05:40:01,"b'After the events, Ms. Louise @ChamberlainSDGs handed over keys of two buses which will travel throughout #Kyrgyzstan offering free legal advice on a range of mattersand reaching out the most marginalised segments of population. https://t.co/jwUHsVP9NS'",b'undpkg',['Kyrgyzstan'],3251
2020-06-12 03:35:55,b'Dear #GeorgeFloyd I happily announce that in #Kyrgyzstan we don\xe2\x80\x99t have #racism. The ex-director of the kyrgyz public broadcasting company (who is also a DUMB FUCK) honored your memory by wearing a black face mask\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf. Also he wants to support the country\xe2\x80\x99s economy with your coffin. https://t.co/iB4IS9Xtms',b'krypton_____',"['GeorgeFloyd', 'Kyrgyzstan', 'racism']",85
2020-06-12 03:21:56,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22080
2020-06-11 22:33:55,"b'The reason is #China fears #Uyghurs in #EastTurkistan will restore independence just as former #USSR feared from independence of its colonies-#Kazakhstan, #Uzbekistan, #Kyrgyzstan, because #EastTurkistan is occupied by #China since 1949! https://t.co/bNIc0KcfIJ'",b'BrightDestinee',"['China', 'Uyghurs', 'EastTurkistan', 'USSR', 'Kazakhstan', 'Uzbekistan', 'Kyrgyzstan', 'EastTurkistan', 'China']",273
2020-06-11 21:19:39,b'Everlasting or Ever-Changing? Violence Along the #Kyrgyzstan-#Tajikistan Border https://t.co/Uli3Z3QAZ4',b'ACLEDINFO',"['Kyrgyzstan', 'Tajikistan']",21972
2020-06-11 20:13:30,b'Fuck #Kyrgyzstan.',b'fckeverycountry',['Kyrgyzstan'],982
2020-06-11 17:15:28,"b""Through @Gigaconnect's connectivity mapping platform @MFA_Kyrgyzstan committed to connecting the remaining 690 schools.   \xf0\x9f\x93\xa1Today, 99.4% of schools in #Kyrgyzstan are connected \xf0\x9f\x92\xa1Saving 40% of their annual #connectivity budget/year  \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/Z0czYGIxW4 #DigitalCooperation https://t.co/Rb4c9uyxim""",b'Gigaconnect',"['Kyrgyzstan', 'connectivity', 'DigitalCooperation']",387
2020-06-11 15:59:38,"b'""First Container Train Sets Off Along #China-#Kyrgyzstan-#Uzbekistan Multimodal Corridor"": ""...the new corridor is 4,380 km long. It is 295 km shorter than the route through #Kazakhstan\xe2\x80\x99s #Khorgos."" https://t.co/7vXWQPljau  #geopolitics #CentralAsia #connectivity'",b'halilikaya',"['China', 'Kyrgyzstan', 'Uzbekistan', 'Kazakhstan', 'Khorgos', 'geopolitics', 'CentralAsia', 'connectivity']",2912
2020-06-11 15:59:00,"b'Asel is a librarian in #Kyrgyzstan who is using WhatsApp to send lesson plans to families in quarantine. \xe2\x81\xa3 \xe2\x81\xa3 Now her students are able to continue learning collaboratively, even from afar. \xf0\x9f\x93\x9a https://t.co/nfE7g6b60I'",b'mercycorps_uk',['Kyrgyzstan'],7564
2020-06-11 15:47:45,"b'""#Iran-ian President Hassan Rouhani called for the promotion of #trade ties with #Kyrgyzstan within the framework of the Eurasian Economic Union (#EAEU)."" https://t.co/E2bumn4s7E  #CentralAsia #geoeconomics'",b'halilikaya',"['Iran', 'trade', 'Kyrgyzstan', 'EAEU', 'CentralAsia', 'geoeconomics']",2912
2020-06-11 14:08:17,b'Even the skies are beautiful in #Kyrgyzstan https://t.co/0IFZHZfcaf',b'Veronique8802',['Kyrgyzstan'],1018
2020-06-11 13:34:07,b'Thank you @ozonnia for facilitating @UNFCCC_CTCN @UNFCCC support to #Kyrgyzstan. Great partnership @UNDP @UNDPClimate @UNEP @ASteiner @JoyceMsuya https://t.co/ucwIoJ9N1r',b'RoseMwebaza',['Kyrgyzstan'],717
2020-06-11 13:27:55,b'Happy to assist #Kyrgyzstan: new request for #climatetech transfer https://t.co/c3miqed6bp #TechnologyNeedsAssesment #TNA #climateaction @UNFCCC @UNIDO @UNEP @RoseMwebaza https://t.co/EarX0DhscD',b'UNFCCC_CTCN',"['Kyrgyzstan', 'climatetech', 'TechnologyNeedsAssesment', 'TNA', 'climateaction']",3244
2020-06-11 12:44:49,"b'#COVID19 has made the lives of 250,000 children in #Kyrgyzstan, left behind by migrating parents, even harder. @unicefkg is stepping up efforts to protect these children including from the higher risk of violence  https://t.co/SxnxZGktUt'",b'UNICEF_ECA',"['COVID19', 'Kyrgyzstan']",8831
2020-06-11 11:46:27,b'NAVOI REGION TO BUILD ONE OF THE LARGEST WIND FARMS IN THE WORLD  https://t.co/cn15GVCa4e  #Turkey #Azerbaijan #Uzbekistan #Kazakhstan #Kyrgyzstan #Tajikistan #Turkmenistan #Russia https://t.co/BxgX6EejYq',b'orasammanas',"['Turkey', 'Azerbaijan', 'Uzbekistan', 'Kazakhstan', 'Kyrgyzstan', 'Tajikistan', 'Turkmenistan', 'Russia']",19
2020-06-11 11:46:01,b'A NEW ROAD BRIDGE HAS BEEN OPENED ON THE BORDER OF TURKMENISTAN AND IRAN  https://t.co/MmRAseXTgA  #Turkey #Azerbaijan #Uzbekistan #Kazakhstan #Kyrgyzstan #Tajikistan #Turkmenistan #Russia https://t.co/U0EG7ExLPN',b'orasammanas',"['Turkey', 'Azerbaijan', 'Uzbekistan', 'Kazakhstan', 'Kyrgyzstan', 'Tajikistan', 'Turkmenistan', 'Russia']",19
2020-06-11 11:25:36,"b""Throwback to a joyous Spring ride around Kyrgyzstan's Lake Issyk Kul in 2017. Skinny-dipping, blossom covered hills and nights spent under star-drenched skies. #Kyrgyzstan #happyplace https://t.co/zwlkFTZy6w""",b'AntsBK',"['Kyrgyzstan', 'happyplace']",1965
2020-06-11 11:00:09,b'KYRGYZ PRIDE \xf0\x9f\x87\xb0\xf0\x9f\x87\xac  Training never stops for promising and unbeaten Kyrgyz featherweight Nursultan Rakhmanberdi...  STAY TUNED \xe2\x9e\xa1 https://t.co/YhBL2unEN5  #TeamMTKGlobal #MTKMMA #BJJ #MMA #NursultanRakhmanberdi #Kyrgyzstan https://t.co/rvenwHFpUU',b'MTK_MMA',"['TeamMTKGlobal', 'MTKMMA', 'BJJ', 'MMA', 'NursultanRakhmanberdi', 'Kyrgyzstan']",754
2020-06-11 10:53:52,"b'Tomorrow, another court hearing takes place in Askarov\xe2\x80\x99s case in #Kyrgyzstan. We remind the authorities that their refusal to comply with the @UNHumanRights Committee\xe2\x80\x99s call for his release is at odds with the government\xe2\x80\x99s commitments under ICCPR &amp; violates Askarov\xe2\x80\x99s rights.'",b'crdefenders',['Kyrgyzstan'],8494
2020-06-11 10:53:52,b'A DECADE OF INJUSTICE: Monday 15 June marks exactly 10 years since #HumanRightsDefender Azimjon Askarov was arrested in #Kyrgyzstan. Askarov\xe2\x80\x99s wrongful life sentence was upheld in May by the Kyrgyz Supreme Court. https://t.co/WHOkKh2oct',b'crdefenders',"['HumanRightsDefender', 'Kyrgyzstan']",8494
2020-06-11 10:43:26,b'#CentralAsia:  find out how  #Kyrgyzstan #Kazakhstan #Tajikistan #Turkmenistan &amp; #Uzbekistan are muzzling dissent to stop the spread of news about #COVID19.  Read the second part of our briefing \xf0\x9f\x91\x87 https://t.co/2m4x9ZeYYg https://t.co/IKnULBMemi',b'omctorg',"['CentralAsia', 'Kyrgyzstan', 'Kazakhstan', 'Tajikistan', 'Turkmenistan', 'Uzbekistan', 'COVID19']",18306
